Respondent_ID,Date,Age_Group,Gender,Region,Product,Rating,Recommend,Feedback
447,2025-03-22,36-50,Male,East,Product A,4,Yes,Good
448,2025-03-23,26-35,Male,East,Product A,4,Yes,Good
449,2025-03-24,18-25,Female,West,Product A,4,Yes,Good
450,2025-03-25,18-25,Male,West,Product A,5,Yes,Excellent
451,2025-03-26,26-35,Male,West,Product A,4,Yes,Good
452,2025-03-27,26-35,Female,North,Product C,4,Yes,Good
453,2025-03-28,18-25,Female,West,Product B,3,No,Average
454,2025-03-29,36-50,Male,West,Product A,4,Yes,Good
455,2025-03-30,18-25,Male,East,Product B,3,No,Average
456,2025-03-31,18-25,Male,West,Product A,4,Yes,Good
457,2025-04-01,18-25,Male,North,Product B,5,Yes,Excellent
458,2025-04-02,18-25,Male,North,Product B,3,No,Average
459,2025-04-03,18-25,Male,East,Product B,3,No,Average
460,2025-04-04,18-25,Female,West,Product B,5,Yes,Excellent
461,2025-04-05,18-25,Female,West,Product C,3,No,Average
462,2025-04-06,26-35,Female,North,Product C,2,No,Poor
463,2025-04-07,26-35,Male,West,Product B,4,Yes,Good
464,2025-04-08,26-35,Female,West,Product B,3,No,Average
465,2025-04-09,36-50,Male,West,Product B,3,No,Average
466,2025-04-10,18-25,Male,South,Product A,4,Yes,Good
467,2025-04-11,18-25,Female,East,Product A,4,Yes,Good
468,2025-04-12,36-50,Male,South,Product A,5,Yes,Excellent
469,2025-04-13,18-25,Male,East,Product B,3,No,Average
470,2025-04-14,36-50,Female,North,Product B,5,Yes,Excellent
471,2025-04-15,18-25,Female,West,Product A,5,Yes,Excellent
472,2025-04-16,36-50,Female,East,Product C,4,Yes,Good
473,2025-04-17,18-25,Male,South,Product C,3,No,Average
474,2025-04-18,36-50,Female,West,Product B,3,No,Average
475,2025-04-19,26-35,Female,North,Product B,5,Yes,Excellent
476,2025-04-20,36-50,Male,East,Product C,3,No,Average
477,2025-04-21,18-25,Female,East,Product A,4,Yes,Good
478,2025-04-22,26-35,Female,East,Product C,4,Yes,Good
479,2025-04-23,36-50,Female,West,Product A,4,Yes,Good
480,2025-04-24,26-35,Male,South,Product C,3,No,Average
481,2025-04-25,26-35,Male,South,Product A,4,Yes,Good
482,2025-04-26,26-35,Male,East,Product C,2,No,Poor
483,2025-04-27,18-25,Male,North,Product C,4,Yes,Good
484,2025-04-28,26-35,Female,North,Product A,4,Yes,Good
485,2025-04-29,26-35,Male,South,Product B,5,Yes,Excellent
486,2025-04-30,36-50,Male,North,Product C,2,No,Poor
487,2025-05-01,18-25,Female,South,Product B,4,Yes,Good
488,2025-05-02,18-25,Female,East,Product C,3,No,Average
489,2025-05-03,36-50,Female,South,Product B,3,No,Average
490,2025-05-04,36-50,Male,South,Product A,5,Yes,Excellent
491,2025-05-05,18-25,Male,East,Product A,5,Yes,Excellent
492,2025-05-06,26-35,Male,North,Product A,4,Yes,Good
493,2025-05-07,18-25,Female,South,Product C,3,No,Average
494,2025-05-08,18-25,Female,South,Product A,5,Yes,Excellent
495,2025-05-09,18-25,Male,East,Product B,4,Yes,Good
496,2025-05-10,18-25,Female,North,Product B,4,Yes,Good
497,2025-05-11,26-35,Female,South,Product B,5,Yes,Excellent
498,2025-05-12,18-25,Female,East,Product C,2,No,Poor
499,2025-05-13,36-50,Male,South,Product C,4,Yes,Good
500,2025-05-14,36-50,Female,West,Product B,3,No,Average
501,2025-05-15,26-35,Female,East,Product C,2,No,Poor
502,2025-05-16,26-35,Male,North,Product C,2,No,Poor
503,2025-05-17,18-25,Male,North,Product B,4,Yes,Good
504,2025-05-18,36-50,Female,North,Product C,3,No,Average
505,2025-05-19,26-35,Female,North,Product A,4,Yes,Good
506,2025-05-20,18-25,Male,South,Product A,4,Yes,Good
507,2025-05-21,36-50,Male,South,Product C,3,No,Average
508,2025-05-22,36-50,Female,North,Product B,5,Yes,Excellent
509,2025-05-23,36-50,Female,North,Product C,2,No,Poor
510,2025-05-24,26-35,Female,North,Product C,4,Yes,Good
511,2025-05-25,26-35,Female,South,Product A,5,Yes,Excellent
512,2025-05-26,18-25,Male,North,Product C,2,No,Poor
513,2025-05-27,36-50,Female,North,Product B,5,Yes,Excellent
514,2025-05-28,36-50,Female,West,Product B,5,Yes,Excellent
515,2025-05-29,18-25,Male,West,Product B,5,Yes,Excellent
516,2025-05-30,18-25,Female,North,Product C,3,No,Average
517,2025-05-31,18-25,Male,East,Product A,5,Yes,Excellent
518,2025-06-01,36-50,Female,North,Product B,5,Yes,Excellent
519,2025-06-02,36-50,Female,West,Product B,5,Yes,Excellent
520,2025-06-03,18-25,Male,East,Product B,4,Yes,Good
521,2025-06-04,26-35,Male,East,Product B,5,Yes,Excellent
522,2025-06-05,18-25,Female,North,Product A,5,Yes,Excellent
523,2025-06-06,36-50,Female,West,Product A,5,Yes,Excellent
524,2025-06-07,36-50,Female,West,Product A,4,Yes,Good
525,2025-06-08,36-50,Male,East,Product C,3,No,Average
526,2025-06-09,18-25,Female,North,Product A,4,Yes,Good
527,2025-06-10,18-25,Male,South,Product A,4,Yes,Good
528,2025-06-11,18-25,Male,South,Product C,4,Yes,Good
529,2025-06-12,18-25,Female,West,Product A,5,Yes,Excellent
530,2025-06-13,36-50,Male,South,Product C,4,Yes,Good
531,2025-06-14,36-50,Female,West,Product B,4,Yes,Good
532,2025-06-15,36-50,Female,West,Product C,3,No,Average
533,2025-06-16,36-50,Female,West,Product A,5,Yes,Excellent
534,2025-06-17,26-35,Female,South,Product A,4,Yes,Good
535,2025-06-18,26-35,Female,West,Product B,3,No,Average
536,2025-06-19,36-50,Male,East,Product C,4,Yes,Good
537,2025-06-20,36-50,Male,North,Product B,4,Yes,Good
538,2025-06-21,18-25,Female,North,Product A,4,Yes,Good
539,2025-06-22,18-25,Female,West,Product C,4,Yes,Good
540,2025-06-23,18-25,Male,North,Product C,2,No,Poor
541,2025-06-24,36-50,Male,South,Product B,3,No,Average
542,2025-06-25,26-35,Male,South,Product C,3,No,Average
543,2025-06-26,18-25,Male,North,Product C,3,No,Average
544,2025-06-27,26-35,Female,South,Product B,3,No,Average
545,2025-06-28,26-35,Female,North,Product A,5,Yes,Excellent
546,2025-06-29,18-25,Male,North,Product B,3,No,Average
547,2025-06-30,18-25,Female,North,Product A,5,Yes,Excellent
548,2025-07-01,26-35,Male,West,Product B,5,Yes,Excellent
549,2025-07-02,26-35,Female,North,Product B,4,Yes,Good
550,2025-07-03,26-35,Male,West,Product A,5,Yes,Excellent
551,2025-07-04,26-35,Female,North,Product A,4,Yes,Good
552,2025-07-05,36-50,Male,North,Product A,4,Yes,Good
553,2025-07-06,26-35,Male,North,Product C,2,No,Poor
554,2025-07-07,26-35,Female,South,Product C,4,Yes,Good
555,2025-07-08,36-50,Male,West,Product A,5,Yes,Excellent
556,2025-07-09,18-25,Female,West,Product C,2,No,Poor
557,2025-07-10,18-25,Female,North,Product B,5,Yes,Excellent
558,2025-07-11,18-25,Male,North,Product A,4,Yes,Good
559,2025-07-12,26-35,Female,South,Product A,5,Yes,Excellent
560,2025-07-13,26-35,Female,South,Product B,3,No,Average
561,2025-07-14,26-35,Female,South,Product C,4,Yes,Good
562,2025-07-15,18-25,Female,West,Product B,4,Yes,Good
563,2025-07-16,18-25,Female,West,Product A,4,Yes,Good
564,2025-07-17,18-25,Male,West,Product A,5,Yes,Excellent
565,2025-07-18,18-25,Female,North,Product B,3,No,Average
566,2025-07-19,26-35,Female,West,Product A,5,Yes,Excellent
567,2025-07-20,18-25,Female,East,Product A,4,Yes,Good
568,2025-07-21,18-25,Female,East,Product A,4,Yes,Good
569,2025-07-22,36-50,Female,South,Product C,4,Yes,Good
570,2025-07-23,18-25,Male,West,Product C,2,No,Poor
571,2025-07-24,26-35,Female,East,Product B,4,Yes,Good
572,2025-07-25,26-35,Male,South,Product C,3,No,Average
573,2025-07-26,18-25,Male,West,Product A,4,Yes,Good
574,2025-07-27,26-35,Male,North,Product B,3,No,Average
575,2025-07-28,36-50,Male,East,Product A,5,Yes,Excellent
576,2025-07-29,36-50,Female,North,Product B,4,Yes,Good
577,2025-07-30,18-25,Male,West,Product C,3,No,Average
578,2025-07-31,36-50,Male,East,Product B,4,Yes,Good
579,2025-08-01,18-25,Female,West,Product A,4,Yes,Good
580,2025-08-02,18-25,Female,North,Product B,3,No,Average
581,2025-08-03,18-25,Female,East,Product A,4,Yes,Good
582,2025-08-04,36-50,Male,North,Product C,3,No,Average
583,2025-08-05,18-25,Female,West,Product B,5,Yes,Excellent
584,2025-08-06,18-25,Female,West,Product B,3,No,Average
585,2025-08-07,26-35,Male,North,Product B,3,No,Average
586,2025-08-08,18-25,Female,East,Product B,5,Yes,Excellent
587,2025-08-09,18-25,Female,North,Product A,5,Yes,Excellent
588,2025-08-10,18-25,Female,West,Product B,4,Yes,Good
589,2025-08-11,18-25,Female,North,Product A,5,Yes,Excellent
590,2025-08-12,18-25,Male,West,Product B,4,Yes,Good
591,2025-08-13,18-25,Female,North,Product C,4,Yes,Good
592,2025-08-14,26-35,Female,East,Product C,4,Yes,Good
593,2025-08-15,18-25,Male,East,Product B,3,No,Average
594,2025-08-16,18-25,Female,North,Product B,4,Yes,Good
595,2025-08-17,36-50,Male,North,Product A,5,Yes,Excellent
596,2025-08-18,18-25,Female,East,Product C,3,No,Average
597,2025-08-19,26-35,Male,West,Product A,5,Yes,Excellent
598,2025-08-20,18-25,Male,East,Product B,5,Yes,Excellent
599,2025-08-21,18-25,Male,West,Product A,5,Yes,Excellent
600,2025-08-22,18-25,Male,North,Product A,4,Yes,Good
601,2025-08-23,18-25,Female,North,Product B,4,Yes,Good
602,2025-08-24,18-25,Male,West,Product A,5,Yes,Excellent
603,2025-08-25,18-25,Female,North,Product B,3,No,Average
604,2025-08-26,18-25,Male,West,Product A,5,Yes,Excellent
605,2025-08-27,18-25,Male,South,Product A,5,Yes,Excellent
606,2025-08-28,18-25,Male,East,Product B,4,Yes,Good
607,2025-08-29,18-25,Female,South,Product A,4,Yes,Good
608,2025-08-30,18-25,Male,West,Product A,4,Yes,Good
609,2025-08-31,26-35,Female,East,Product B,5,Yes,Excellent
610,2025-09-01,26-35,Female,West,Product A,5,Yes,Excellent
611,2025-09-02,18-25,Female,East,Product C,4,Yes,Good
612,2025-09-03,26-35,Female,East,Product A,5,Yes,Excellent
613,2025-09-04,26-35,Female,East,Product A,4,Yes,Good
614,2025-09-05,18-25,Female,East,Product B,3,No,Average
615,2025-09-06,36-50,Female,West,Product A,5,Yes,Excellent
616,2025-09-07,36-50,Female,East,Product A,4,Yes,Good
617,2025-09-08,18-25,Female,East,Product A,5,Yes,Excellent
618,2025-09-09,18-25,Male,South,Product A,5,Yes,Excellent
619,2025-09-10,36-50,Male,North,Product C,2,No,Poor
620,2025-09-11,26-35,Male,North,Product A,5,Yes,Excellent
621,2025-09-12,18-25,Male,South,Product C,3,No,Average
622,2025-09-13,18-25,Male,South,Product C,2,No,Poor
623,2025-09-14,18-25,Female,West,Product B,5,Yes,Excellent
624,2025-09-15,18-25,Female,West,Product C,4,Yes,Good
625,2025-09-16,26-35,Female,West,Product A,5,Yes,Excellent
626,2025-09-17,18-25,Female,South,Product C,3,No,Average
627,2025-09-18,18-25,Female,South,Product A,4,Yes,Good
628,2025-09-19,26-35,Female,East,Product B,3,No,Average
629,2025-09-20,18-25,Female,West,Product B,5,Yes,Excellent
630,2025-09-21,18-25,Male,West,Product A,4,Yes,Good
631,2025-09-22,26-35,Male,West,Product B,5,Yes,Excellent
632,2025-09-23,36-50,Male,North,Product B,5,Yes,Excellent
633,2025-09-24,26-35,Male,East,Product A,5,Yes,Excellent
634,2025-09-25,26-35,Female,West,Product A,5,Yes,Excellent
635,2025-09-26,18-25,Female,West,Product B,4,Yes,Good
636,2025-09-27,18-25,Female,West,Product B,3,No,Average
637,2025-09-28,26-35,Male,North,Product C,2,No,Poor
638,2025-09-29,18-25,Female,North,Product C,2,No,Poor
639,2025-09-30,18-25,Female,South,Product C,2,No,Poor
640,2025-10-01,18-25,Female,East,Product B,5,Yes,Excellent
641,2025-10-02,18-25,Male,South,Product A,5,Yes,Excellent
642,2025-10-03,18-25,Female,East,Product A,5,Yes,Excellent
643,2025-10-04,18-25,Male,North,Product C,2,No,Poor
644,2025-10-05,18-25,Male,West,Product B,3,No,Average
645,2025-10-06,18-25,Male,South,Product A,5,Yes,Excellent
646,2025-10-07,36-50,Male,West,Product A,4,Yes,Good
647,2025-10-08,26-35,Female,South,Product C,4,Yes,Good
648,2025-10-09,26-35,Male,North,Product B,3,No,Average
649,2025-10-10,26-35,Male,North,Product B,4,Yes,Good
650,2025-10-11,18-25,Female,North,Product B,4,Yes,Good
651,2025-10-12,18-25,Female,South,Product A,5,Yes,Excellent
652,2025-10-13,26-35,Male,East,Product A,5,Yes,Excellent
653,2025-10-14,26-35,Female,South,Product A,4,Yes,Good
654,2025-10-15,26-35,Male,East,Product A,5,Yes,Excellent
655,2025-10-16,18-25,Male,South,Product C,3,No,Average
656,2025-10-17,18-25,Male,South,Product B,5,Yes,Excellent
657,2025-10-18,18-25,Male,North,Product C,4,Yes,Good
658,2025-10-19,18-25,Female,West,Product C,2,No,Poor
659,2025-10-20,26-35,Male,West,Product A,4,Yes,Good
660,2025-10-21,26-35,Female,East,Product B,3,No,Average
661,2025-10-22,18-25,Female,West,Product B,4,Yes,Good
662,2025-10-23,36-50,Female,South,Product C,3,No,Average
663,2025-10-24,26-35,Female,South,Product A,5,Yes,Excellent
664,2025-10-25,18-25,Male,North,Product B,5,Yes,Excellent
665,2025-10-26,18-25,Female,North,Product B,3,No,Average
666,2025-10-27,18-25,Male,West,Product A,5,Yes,Excellent
667,2025-10-28,18-25,Female,East,Product A,4,Yes,Good
668,2025-10-29,18-25,Female,West,Product B,4,Yes,Good
669,2025-10-30,18-25,Male,West,Product B,5,Yes,Excellent
670,2025-10-31,18-25,Male,West,Product A,5,Yes,Excellent
671,2025-11-01,18-25,Male,West,Product B,5,Yes,Excellent
672,2025-11-02,36-50,Female,South,Product A,4,Yes,Good
673,2025-11-03,18-25,Female,East,Product B,5,Yes,Excellent
674,2025-11-04,26-35,Male,South,Product A,4,Yes,Good
675,2025-11-05,18-25,Male,East,Product C,2,No,Poor
676,2025-11-06,36-50,Male,North,Product A,5,Yes,Excellent
677,2025-11-07,18-25,Male,West,Product A,4,Yes,Good
678,2025-11-08,18-25,Female,South,Product A,4,Yes,Good
679,2025-11-09,36-50,Male,East,Product A,4,Yes,Good
680,2025-11-10,36-50,Male,North,Product B,5,Yes,Excellent
681,2025-11-11,36-50,Male,North,Product A,4,Yes,Good
682,2025-11-12,18-25,Male,West,Product C,4,Yes,Good
683,2025-11-13,18-25,Female,East,Product A,5,Yes,Excellent
684,2025-11-14,26-35,Male,South,Product A,4,Yes,Good
685,2025-11-15,36-50,Female,West,Product A,4,Yes,Good
686,2025-11-16,26-35,Male,South,Product A,4,Yes,Good
687,2025-11-17,26-35,Male,North,Product A,4,Yes,Good
688,2025-11-18,18-25,Female,South,Product B,5,Yes,Excellent
689,2025-11-19,26-35,Male,South,Product B,5,Yes,Excellent
690,2025-11-20,18-25,Female,West,Product B,3,No,Average
691,2025-11-21,18-25,Female,South,Product B,5,Yes,Excellent
692,2025-11-22,18-25,Male,West,Product B,4,Yes,Good
693,2025-11-23,26-35,Female,North,Product A,4,Yes,Good
694,2025-11-24,18-25,Female,West,Product B,4,Yes,Good
695,2025-11-25,18-25,Female,West,Product C,4,Yes,Good
696,2025-11-26,26-35,Female,East,Product B,3,No,Average
697,2025-11-27,18-25,Female,South,Product B,5,Yes,Excellent
698,2025-11-28,26-35,Female,North,Product A,5,Yes,Excellent
699,2025-11-29,18-25,Female,West,Product C,3,No,Average
700,2025-11-30,18-25,Female,North,Product C,4,Yes,Good
701,2025-12-01,26-35,Male,East,Product B,4,Yes,Good
702,2025-12-02,18-25,Male,South,Product C,3,No,Average
703,2025-12-03,18-25,Female,West,Product A,4,Yes,Good
704,2025-12-04,18-25,Male,South,Product A,5,Yes,Excellent
705,2025-12-05,18-25,Female,East,Product C,4,Yes,Good
706,2025-12-06,36-50,Female,East,Product C,4,Yes,Good
707,2025-12-07,18-25,Male,North,Product A,5,Yes,Excellent
708,2025-12-08,36-50,Female,West,Product A,4,Yes,Good
709,2025-12-09,18-25,Female,North,Product A,5,Yes,Excellent
710,2025-12-10,26-35,Female,East,Product A,4,Yes,Good
711,2025-12-11,26-35,Female,South,Product C,4,Yes,Good
712,2025-12-12,26-35,Male,North,Product B,3,No,Average
713,2025-12-13,18-25,Female,North,Product A,4,Yes,Good
714,2025-12-14,18-25,Female,South,Product A,4,Yes,Good
715,2025-12-15,18-25,Female,North,Product A,5,Yes,Excellent
716,2025-12-16,36-50,Male,South,Product A,4,Yes,Good
717,2025-12-17,36-50,Female,West,Product B,3,No,Average
718,2025-12-18,36-50,Male,South,Product C,2,No,Poor
719,2025-12-19,18-25,Male,West,Product C,2,No,Poor
720,2025-12-20,26-35,Female,South,Product A,4,Yes,Good
721,2025-12-21,36-50,Female,East,Product C,4,Yes,Good
722,2025-12-22,18-25,Male,East,Product C,4,Yes,Good
723,2025-12-23,18-25,Female,West,Product C,3,No,Average
724,2025-12-24,26-35,Male,West,Product B,4,Yes,Good
725,2025-12-25,26-35,Male,East,Product A,4,Yes,Good
726,2025-12-26,36-50,Female,West,Product A,4,Yes,Good
727,2025-12-27,18-25,Female,South,Product A,4,Yes,Good
728,2025-12-28,26-35,Male,South,Product A,5,Yes,Excellent
729,2025-12-29,18-25,Male,East,Product A,5,Yes,Excellent
730,2025-12-30,18-25,Male,North,Product B,5,Yes,Excellent
731,2025-12-31,18-25,Male,South,Product B,5,Yes,Excellent
732,2026-01-01,36-50,Female,West,Product B,5,Yes,Excellent
733,2026-01-02,26-35,Female,North,Product A,5,Yes,Excellent
734,2026-01-03,26-35,Female,North,Product C,3,No,Average
735,2026-01-04,18-25,Female,South,Product C,4,Yes,Good
736,2026-01-05,36-50,Female,South,Product C,2,No,Poor
737,2026-01-06,18-25,Male,North,Product C,4,Yes,Good
738,2026-01-07,36-50,Female,North,Product B,5,Yes,Excellent
739,2026-01-08,18-25,Female,East,Product C,2,No,Poor
740,2026-01-09,18-25,Female,West,Product A,4,Yes,Good
741,2026-01-10,18-25,Female,East,Product A,4,Yes,Good
742,2026-01-11,18-25,Female,South,Product A,5,Yes,Excellent
743,2026-01-12,26-35,Male,East,Product A,5,Yes,Excellent
744,2026-01-13,26-35,Male,East,Product A,5,Yes,Excellent
745,2026-01-14,18-25,Male,East,Product B,4,Yes,Good
746,2026-01-15,36-50,Female,East,Product C,2,No,Poor
747,2026-01-16,18-25,Male,West,Product B,4,Yes,Good
748,2026-01-17,26-35,Male,West,Product A,5,Yes,Excellent
749,2026-01-18,36-50,Female,North,Product C,3,No,Average
750,2026-01-19,26-35,Female,South,Product B,3,No,Average
751,2026-01-20,18-25,Female,East,Product A,5,Yes,Excellent
752,2026-01-21,36-50,Male,North,Product B,5,Yes,Excellent
753,2026-01-22,26-35,Male,North,Product A,5,Yes,Excellent
754,2026-01-23,18-25,Female,North,Product A,4,Yes,Good
755,2026-01-24,18-25,Female,West,Product C,2,No,Poor
756,2026-01-25,26-35,Male,East,Product A,5,Yes,Excellent
757,2026-01-26,26-35,Male,East,Product B,5,Yes,Excellent
758,2026-01-27,26-35,Female,South,Product C,4,Yes,Good
759,2026-01-28,36-50,Female,East,Product B,4,Yes,Good
760,2026-01-29,26-35,Male,East,Product A,5,Yes,Excellent
761,2026-01-30,18-25,Female,North,Product A,5,Yes,Excellent
762,2026-01-31,18-25,Male,South,Product A,4,Yes,Good
763,2026-02-01,18-25,Male,East,Product B,5,Yes,Excellent
764,2026-02-02,26-35,Male,West,Product B,3,No,Average
765,2026-02-03,18-25,Male,East,Product A,5,Yes,Excellent
766,2026-02-04,26-35,Female,North,Product C,2,No,Poor
767,2026-02-05,26-35,Female,West,Product B,5,Yes,Excellent
768,2026-02-06,36-50,Male,North,Product A,4,Yes,Good
769,2026-02-07,18-25,Male,East,Product B,5,Yes,Excellent
770,2026-02-08,36-50,Male,West,Product B,5,Yes,Excellent
771,2026-02-09,18-25,Male,South,Product A,4,Yes,Good
772,2026-02-10,36-50,Male,South,Product A,4,Yes,Good
773,2026-02-11,18-25,Female,West,Product C,3,No,Average
774,2026-02-12,18-25,Female,West,Product B,4,Yes,Good
775,2026-02-13,26-35,Female,North,Product B,4,Yes,Good
776,2026-02-14,18-25,Female,West,Product B,5,Yes,Excellent
777,2026-02-15,18-25,Male,North,Product A,4,Yes,Good
778,2026-02-16,26-35,Male,East,Product A,5,Yes,Excellent
779,2026-02-17,26-35,Male,North,Product B,5,Yes,Excellent
780,2026-02-18,26-35,Male,West,Product A,5,Yes,Excellent
781,2026-02-19,26-35,Male,West,Product A,4,Yes,Good
782,2026-02-20,26-35,Female,East,Product C,4,Yes,Good
783,2026-02-21,18-25,Male,West,Product C,3,No,Average
784,2026-02-22,18-25,Female,West,Product C,3,No,Average
785,2026-02-23,18-25,Female,South,Product C,3,No,Average
786,2026-02-24,36-50,Female,South,Product A,4,Yes,Good
787,2026-02-25,26-35,Female,East,Product C,2,No,Poor
788,2026-02-26,18-25,Male,North,Product A,4,Yes,Good
789,2026-02-27,18-25,Female,South,Product C,3,No,Average
790,2026-02-28,36-50,Female,North,Product C,3,No,Average
791,2026-03-01,18-25,Female,West,Product B,4,Yes,Good
792,2026-03-02,26-35,Male,South,Product C,3,No,Average
793,2026-03-03,26-35,Male,East,Product B,3,No,Average
794,2026-03-04,26-35,Male,East,Product A,4,Yes,Good
795,2026-03-05,18-25,Female,East,Product B,5,Yes,Excellent
796,2026-03-06,36-50,Female,South,Product B,5,Yes,Excellent
797,2026-03-07,36-50,Male,North,Product A,4,Yes,Good
798,2026-03-08,26-35,Female,West,Product B,4,Yes,Good
799,2026-03-09,26-35,Male,North,Product C,3,No,Average
800,2026-03-10,36-50,Male,North,Product A,5,Yes,Excellent
801,2026-03-11,26-35,Female,West,Product C,4,Yes,Good
802,2026-03-12,18-25,Female,West,Product C,3,No,Average
803,2026-03-13,26-35,Female,South,Product C,3,No,Average
804,2026-03-14,26-35,Female,South,Product C,2,No,Poor
805,2026-03-15,18-25,Male,South,Product B,3,No,Average
806,2026-03-16,26-35,Male,South,Product C,3,No,Average
807,2026-03-17,36-50,Male,South,Product C,2,No,Poor
808,2026-03-18,36-50,Male,West,Product A,4,Yes,Good
809,2026-03-19,18-25,Male,North,Product B,4,Yes,Good
810,2026-03-20,18-25,Female,South,Product B,4,Yes,Good
811,2026-03-21,36-50,Male,South,Product A,5,Yes,Excellent
812,2026-03-22,36-50,Male,North,Product B,4,Yes,Good
813,2026-03-23,18-25,Male,South,Product B,4,Yes,Good
814,2026-03-24,36-50,Female,North,Product A,4,Yes,Good
815,2026-03-25,36-50,Female,North,Product B,5,Yes,Excellent
816,2026-03-26,26-35,Female,West,Product C,3,No,Average
817,2026-03-27,26-35,Female,East,Product B,3,No,Average
818,2026-03-28,18-25,Male,West,Product A,5,Yes,Excellent
819,2026-03-29,18-25,Male,East,Product A,5,Yes,Excellent
820,2026-03-30,18-25,Female,East,Product A,5,Yes,Excellent
821,2026-03-31,36-50,Female,East,Product C,2,No,Poor
822,2026-04-01,18-25,Male,South,Product A,5,Yes,Excellent
823,2026-04-02,18-25,Male,West,Product B,5,Yes,Excellent
824,2026-04-03,18-25,Female,East,Product A,5,Yes,Excellent
825,2026-04-04,26-35,Female,North,Product A,5,Yes,Excellent
826,2026-04-05,36-50,Female,South,Product C,3,No,Average
827,2026-04-06,18-25,Female,West,Product B,5,Yes,Excellent
828,2026-04-07,18-25,Male,East,Product A,4,Yes,Good
829,2026-04-08,26-35,Male,North,Product B,3,No,Average
830,2026-04-09,18-25,Male,West,Product A,4,Yes,Good
831,2026-04-10,18-25,Female,West,Product B,5,Yes,Excellent
832,2026-04-11,18-25,Female,South,Product B,5,Yes,Excellent
833,2026-04-12,18-25,Male,West,Product A,4,Yes,Good
834,2026-04-13,18-25,Male,South,Product A,4,Yes,Good
835,2026-04-14,18-25,Male,East,Product A,5,Yes,Excellent
836,2026-04-15,18-25,Male,South,Product C,4,Yes,Good
837,2026-04-16,36-50,Female,North,Product C,2,No,Poor
838,2026-04-17,18-25,Male,South,Product A,4,Yes,Good
839,2026-04-18,26-35,Male,North,Product C,4,Yes,Good
840,2026-04-19,26-35,Male,South,Product A,5,Yes,Excellent
841,2026-04-20,18-25,Male,West,Product A,4,Yes,Good
842,2026-04-21,26-35,Male,East,Product C,3,No,Average
843,2026-04-22,18-25,Male,North,Product C,2,No,Poor
844,2026-04-23,36-50,Male,South,Product C,4,Yes,Good
845,2026-04-24,18-25,Female,South,Product B,5,Yes,Excellent
846,2026-04-25,18-25,Female,South,Product A,4,Yes,Good
847,2026-04-26,18-25,Female,West,Product C,2,No,Poor
848,2026-04-27,36-50,Female,West,Product A,5,Yes,Excellent
849,2026-04-28,26-35,Male,North,Product B,5,Yes,Excellent
850,2026-04-29,26-35,Female,North,Product A,4,Yes,Good
851,2026-04-30,18-25,Female,West,Product B,3,No,Average
852,2026-05-01,26-35,Male,North,Product A,5,Yes,Excellent
853,2026-05-02,18-25,Male,East,Product A,5,Yes,Excellent
854,2026-05-03,36-50,Female,East,Product C,4,Yes,Good
855,2026-05-04,18-25,Female,West,Product A,4,Yes,Good
856,2026-05-05,18-25,Male,North,Product B,5,Yes,Excellent
857,2026-05-06,18-25,Female,South,Product A,5,Yes,Excellent
858,2026-05-07,18-25,Male,East,Product A,4,Yes,Good
859,2026-05-08,26-35,Male,West,Product A,4,Yes,Good
860,2026-05-09,18-25,Male,North,Product A,5,Yes,Excellent
861,2026-05-10,26-35,Male,West,Product C,3,No,Average
862,2026-05-11,18-25,Female,South,Product A,5,Yes,Excellent
863,2026-05-12,26-35,Male,East,Product C,2,No,Poor
864,2026-05-13,18-25,Male,West,Product B,5,Yes,Excellent
865,2026-05-14,18-25,Female,West,Product B,4,Yes,Good
866,2026-05-15,26-35,Male,West,Product B,5,Yes,Excellent
867,2026-05-16,18-25,Female,South,Product B,4,Yes,Good
868,2026-05-17,18-25,Female,West,Product C,3,No,Average
869,2026-05-18,36-50,Female,South,Product A,4,Yes,Good
870,2026-05-19,36-50,Male,South,Product A,5,Yes,Excellent
871,2026-05-20,18-25,Female,South,Product C,3,No,Average
872,2026-05-21,18-25,Female,East,Product C,3,No,Average
873,2026-05-22,26-35,Male,East,Product C,4,Yes,Good
874,2026-05-23,18-25,Female,West,Product B,4,Yes,Good
875,2026-05-24,18-25,Female,West,Product C,3,No,Average
876,2026-05-25,18-25,Female,East,Product B,4,Yes,Good
877,2026-05-26,26-35,Female,North,Product B,5,Yes,Excellent
878,2026-05-27,26-35,Female,East,Product A,4,Yes,Good
879,2026-05-28,18-25,Male,South,Product B,5,Yes,Excellent
880,2026-05-29,18-25,Female,East,Product A,4,Yes,Good
881,2026-05-30,18-25,Female,South,Product A,5,Yes,Excellent
882,2026-05-31,26-35,Male,West,Product C,2,No,Poor
883,2026-06-01,18-25,Male,North,Product A,5,Yes,Excellent
884,2026-06-02,18-25,Male,West,Product A,5,Yes,Excellent
885,2026-06-03,26-35,Female,South,Product A,5,Yes,Excellent
886,2026-06-04,18-25,Male,South,Product C,4,Yes,Good
887,2026-06-05,26-35,Female,South,Product B,5,Yes,Excellent
888,2026-06-06,18-25,Female,North,Product B,4,Yes,Good
889,2026-06-07,18-25,Male,East,Product C,2,No,Poor
890,2026-06-08,18-25,Male,West,Product C,3,No,Average
891,2026-06-09,26-35,Female,West,Product A,5,Yes,Excellent
892,2026-06-10,36-50,Male,East,Product B,4,Yes,Good
893,2026-06-11,36-50,Female,West,Product C,4,Yes,Good
